Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Federal Minister Volker Wissing visits DFKI,https://www.dfki.de/en/web/news/federal-minister-volker-wissing-visits-dfki,"Feb 16, 2024 ... The effective transfer of research results into practice was the focus of the visit by Volker Wissing, Federal Minister for Digital Affairs and Transport, to ...",positiv,de
"Andrius Kubilius on X: ""Good meeting with Dr Volker @Wissing ...",https://x.com/KubiliusA/status/1897742352669675840,"Mar 6, 2025 ... Good meeting with Dr Volker @Wissing, Federal Minister for Digital and Transport of Germany Military mobility is one of essential ...",positiv,com
Volker Wissing becomes patron of the Logistics Hall of Fame,https://www.logisticshalloffame.net/en/volker-wissing-becomes-patron-of-the-logistics-hall-of-fame,"Federal Minister Dr Volker Wissing (FDP), Minister for Digital and Transport, is the new patron of the Logistics Hall of Fame. The Federal Ministry of Digital ...",positiv,net
German minister wants DB to make cuts and trains run on time – DW ...,https://www.dw.com/en/german-minister-wants-db-to-make-cuts-and-trains-run-on-time/a-70119726,"Sep 3, 2024 ... Transport Minister Volker Wissing has called on state-owned rail carrier Deutsche Bahn to improve punctuality ""in the short term,"" but also to make cuts and ...",negativ,com
"Dr Volker Wissing, Minister for Digital and Transport, installs ...",https://www.hapag-lloyd.com/en/company/press/releases/2023/10/dr-volker-wissing--minister-for-digital-and-transport--installs-.html,"Oct 23, 2023 ... Dr Volker Wissing, Minister for Digital and Transport, installs 700,000th tracking device ... Hapag-Lloyd is celebrating the installation of its ...",positiv,com
"Today, @ceosmartafrica warmly welcomed Dr. Volker Wissing, the ...",https://www.instagram.com/realsmartafrica/p/C790i2vM9gc/,"Jun 8, 2024 ... Today, @ceosmartafrica warmly welcomed Dr. Volker Wissing, the German Federal Minister for Digital and Transport, and his delegation to Smart ...",positiv,com
November 5: WACC Speaker Series with Dr. Volker Wissing ...,https://worldaffairscharlotte.org/november-5-wacc-ceo-series-with-dr-volker-wissing-chairman-of-the-fdp-and-vice-minister-president-of-rhineland-palatinate-germany/,"Dr. Wissing will share his insight on the current state of global trade, as well as the road ahead for Germany.",positiv,org
News zu Volker Wissing - Alle Informationen • Table.Briefings,https://table.media/en/tag/volker-wissing-en-2/,Erhalten Sie aktuelle Nachrichten und Berichte über Volker Wissing auf Table.Briefings. Verpassen Sie keine Updates rund um das Thema Volker Wissing.,neutral,media
"Volker Wissing - Simple English Wikipedia, the free encyclopedia",https://simple.wikipedia.org/wiki/Volker_Wissing,"Volker Wissing ... Volker Wissing (born 22 April 1970) is a German lawyer, former judge and politician. Wissing has been the Minister of Justice since 2024. He is ...",positiv,org
IAA Transportation: German Federal Minister for Digital and ...,https://newsroom.mahle.com/press/en/press-releases/iaa-transportation-german-federal-minister-for-digital-and-transport-wissing-visits-mahle-105856,"Sep 17, 2024 ... German Federal Minister for Digital and Transport Dr. Volker Wissing visited the MAHLE booth to gain insights into the group's innovative technologies.",positiv,com
Volker Wissing – Wikipedia,https://de.wikipedia.org/wiki/Volker_Wissing,"Volker Wissing ... Volker Wissing (* 22. April 1970 in Landau in der Pfalz) ist ein deutscher Politiker (parteilos, bis 2024 FDP) und Jurist. Er ist seit dem 8.",positiv,org
Digitalization in Germany I Interview with Volker Wissing,https://www.deutschland.de/en/topic/business/digitalization-in-germany-i-interview-with-volker-wissing,"Jan 20, 2023 ... The Digital Summit 2022 is focusing strongly on data economy. There are events, exhibits and showcases to inspire greater efficiency and sustainability.",positiv,de
Mr Volker WISSING - EU Whoiswho - Publications Office of the EU,https://op.europa.eu/en/web/who-is-who/person/-/person/MDR_GOVREP_IND_CONSIL.DEU.12,"Mr Volker WISSING, Federal Minister for Digital and Transport, European Union > Council of the European Union > Representatives of the Governments of the ...",neutral,eu
Germany's Role in Europe's Digital Regulatory Power | DGAP,https://dgap.org/en/research/publications/germanys-role-europes-digital-regulatory-power,"Aug 31, 2022 ... Picture: Commissioner Margrethe Vestager with Digital Minister Volker Wissing. License. Public Domain. Copyright owner. European Union. PDF.",neutral,org
Will Germany's new transport minister surprise critics with clean ...,https://www.cleanenergywire.org/news/will-germanys-new-transport-minister-surprise-critics-clean-mobility-shift,"Dec 3, 2021 ... But future transport minister Volker Wissing says that ""enormous changes"" are necessary – and the vague coalition agreement could give the ...",positiv,org
German Minister Wissing: Tariffs on Chinese cars 'wrong approach ...,https://www.euractiv.com/section/transport/interview/german-minister-wissing-tariffs-on-chinese-cars-wrong-approach/,"May 29, 2024 ... Putting up tariffs on Chinese electric cars to protect the European industry was the wrong approach, German liberal Transport Minister Volker Wissing told ...",negativ,com
"WELT awards the ""German AI Award"" to pioneers and practitioners ...",https://www.axelspringer.com/en/ax-press-release/welt-awards-the-german-ai-award-to-pioneers-and-practitioners-from-business-and-science,"Sep 27, 2024 ... Volker Wissing delivers opening keynote / AI Innovation Award 2024 goes to Stable Diffusion by Prof. Björn Ommer / Caresyntax wins AI ...",positiv,com
Dr. Volker Wissing - informatik2022,https://informatik2022.gi.de/en/about/the-speakers/detailseite/dr-volker-wissing,Federal Minister for Digital Affairs and Transport (FDP). Dr Volker Wissing was born in Landau in the Palatinate in 1970. He studied law and holds a doctorate ...,neutral,de
CES 2024: Federal Minister of Transport Dr. Volker Wissing visits ...,https://move-technology.de/corporate/ces-2024-federal-minister-of-transport-dr-volker-wissing-visits-move-technology/,"Federal Minister of Transport Dr. Volker Wissing also visited move technology's stand and learned about move technology's projects in the fields of hydrogen, ...",neutral,de
Volker Wissing at DIGITAL X,https://www.digital-x.eu/en/speaker/volker-wissing,Volker Wissing will be a speaker at DIGITAL X 2022 on 13 & 14 September 2022 in Cologne. Look forward to exciting insights and practical tips and ...,positiv,eu
Volker Wissing - Deutscher Bundestag,https://www.bundestag.de/abgeordnete/biografien20/W/wissing_volker-861446,"Dr. Volker Wissing hat der Bundestagsverwaltung mitgeteilt, dass er am 7. November 2024 aus der Partei „Freie Demokratische Partei“ und aus der FDP- ...",neutral,de
CII meets Digital Minister Dr. Volker Wissing | News,https://www.cyberintelligence.institute/blog/cii-meets-digital-minister-dr-volker-wissing,"Volker Wissing. On the occasion of the Digital Summit of the Federal Government of Germany 2024 in Frankfurt a.M., our Research Director Prof. Dr. Dennis ...",neutral,institute
"German transport minister to remain in office, will leave his party",https://www.yahoo.com/news/german-transport-minister-remain-office-082720682.html,"Nov 7, 2024 ... German Transport Minister Volker Wissing said on Thursday that he plans to remain in office despite the break-up of Germany's coalition government.",positiv,com
Dr. Volker Wissing Commends Rwanda's Offerings at ITB Berlin ...,https://www.topafricanews.com/2025/03/05/dr-volker-wissing-commends-rwandas-offerings-at-itb-berlin-2025-amid-aid-controversy/,"Mar 5, 2025 ... At the ITB Berlin 2025 exhibition, Dr. Volker Wissing, Germany's Federal Minister for Digital and Transport, visited Rwanda's stand and ...",neutral,com
Volker Wissing listens to a presentation at ITF Summit exh… | Flickr,https://www.flickr.com/photos/internationaltransportforum/52922763469/,Volker Wissing (Federal Minister for Digital and Transport of Germany) listens to a presentation at ITF Summit exhibition. The exhibition runs throughout ...,neutral,com
File:2020-08-18 Minister Volker Wissing by OlafKosinsky MG 3165 ...,https://en.m.wikipedia.org/wiki/File:2020-08-18_Minister_Volker_Wissing_by_OlafKosinsky_MG_3165.jpg,File:2020-08-18 Minister Volker Wissing by OlafKosinsky MG 3165.jpg · Summary · Reusing this image · Licensing.,neutral,org
"Annalena Baerbock, Christian Lindner, Roberto Habeck e Volker ...",https://www.eunews.it/en/baerbock-lindner-habeck-e-wissing-2/,"Annalena Baerbock, Christian Lindner, Roberto Habeck e Volker Wissing. Fonte: Instagram Fonte: Instagram connact map visualization",neutral,it
File:2020-08-18 Minister Volker Wissing (3x4 cropped).jpg ...,https://commons.wikimedia.org/wiki/File:2020-08-18_Minister_Volker_Wissing_(3x4_cropped).jpg,"Aug 18, 2020 ... August 2020 in der Staatskanzlei: Volker Wissing, Wirtschaftsminister. Date, 18 August 2020, 14:21:13. Source, Own work. Author, Olaf Kosinsky.",neutral,org
Ground current for airplanes: Federal Minister Wissing visits eGPUs ...,https://www.now-gmbh.de/en/news/pressreleases/ground-current-for-airplanes-federal-minister-wissing-visits-egpus-at-berlin-airport/,"Mar 27, 2024 ... On 27 March 2024, the Federal Minister for Digital and Transport, Dr. Volker Wissing, visited electric Ground Power Units (eGPUs) at Berlin-Brandenburg airport.",neutral,de
Aviation is crucial for Germany as a business location. Dr. Volker ...,https://www.aviation-event.de/aviation-is-crucial-for-germany-as-a-business-location-dr-volker-wissing-german-transport-minister-promotes-german-hubs-and-openness-to-technology/,"Sep 20, 2023 ... Dr. Volker Wissing, German Transport Minister spoke about the future of air transport, intermodal transport, international hubs, logistics in Europe and ...",neutral,de
3 Questions for Economics Minister Dr Volker Wissing - LIME ...,https://lime-medical.de/en/news/3-fragen-an-wirtschaftsminister-dr-volker-wissing/,"As Minister of Economics, start-ups are naturally a topic for him - and we had the chance to ask him three questions about them.",positiv,de
German Minister for Digital and Transport Volker Wissing | ITF 2022 ...,https://2022.itf-oecd.org/file/507,Skip to main content. ×. Outputs · Photos · Videos · Programme · Summit programme · Networking · Young Researcher Award · Consultation with International ...,positiv,org
Presentation of first photo-realistic digital twin of a railroad line,https://digitale-schiene-deutschland.de/en/news/2023/digitaltwin,"Nov 24, 2023 ... Volker Wissing, accompanied by the Lord Mayor of Jena, Dr. Thomas Nitzsche, and Parliamentary State Secretary Daniela Kluckert came to see the ...",neutral,de
Volker Wissing – Vikipeedia,https://et.wikipedia.org/wiki/Volker_Wissing,"Volker Wissing (sündinud 22. aprillil 1970 Landaus) on Saksamaa poliitik, ta on endine Vaba Demokraatliku Partei liige. Ta on 8. detsembrist 2021 Saksamaa ...",neutral,org
Verkehrsminister: Volker Wissing bricht mit Lindners FDP - Politik ...,https://www.sueddeutsche.de/politik/wissing-lindner-fdp-verkehrsminister-scholz-lux.UwKykUzfSfEwUzLwki2U4d,"Nov 7, 2024 ... Das sagte Wissing auf einer Pressekonferenz am Donnerstagmorgen im Bundesverkehrsministerium. Eigentlich wollten alle FDP-Minister an diesem ...",neutral,de
