Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Beruf(ung) Hafen! Kostenfreier Workshop rund um das maritime ...,https://hafenmuseum-bremen.de/portfolio-item/berufung-hafen-kostenfreier-workshop-rund-um-das-maritime-arbeitsfeld/,"Jul 12, 2021 ... Das Berufsfeld Hafen entdecken: Unser 2-tägiger Workshop bietet die Möglichkeit, moderne Ausbildungsberufe kennenzulernen. Wir starten mit ...",negativ,de
Azubi-Regatta 2025,https://www.dsm.museum/kalender/azubi-regatta-2025,... Ausbildungsberuf erneut einen spielerischen Einblick in die maritime Berufswelt. ... Ausbildungsberufe in der maritimen Wirtschaft mit sich bringen. Praktisches ...,negativ,museum
JETZT ANMELDEN: Am 22. September 2022 heißt es wieder „Azubi ...,https://www.schrammgroup.de/artikel/jetzt-anmelden-am-22-september-2022-heisst-es-wieder-azubi-ahoi-1860.html,"Sep 8, 2022 ... Dank unseres erweiterten außerschulischen Lernortes gibt es auch in diesem Jahr die Möglichkeit, die maritimen Ausbildungsberufe von Brunsbüttel ...",negativ,de
Maritime Management studieren - Duales Studium Maritime ...,https://www.ausbildung.de/berufe/duales-studium-maritime-management/,Wie kann ich Maritime Management studieren - Alles über das Duale Studium Maritime Management. ... Seltene Berufe ·. Alle Berufe nach Themen. Du hast noch ...,neutral,de
Maritime Medizin / Reisemedizin | Die Hausärzte,https://www.hausaerzte-groenau.de/leistungen/maritime-medizin-reisemedizin,"Maritime Gesundheitsberatung: Spezielle Untersuchungen und Beratungen für Seeleute und maritime Berufe, angepasst an die Anforderungen des Arbeitsalltags auf ...",negativ,de
"Ausbildungsberufe bei der Aktien-Gesellschaft ""EMS"": AG EMS",https://www.ag-ems.de/die-ag-ems/stellenangebote/ausbildung?utm=informatik-im-praxisverbund.de&cHash=18a5ef8fa8c58a485c51f9c183ec6316,Erlebe spannende Ausflugsfahrten und werde Teil unseres engagierten Teams! EMS Maritime Offshore GmbH. Werde Teil der Zukunft mit der Ems Maritime Offshore GmbH ...,neutral,de
"""Bewerberschiff"": Online-Meeting soll maritime Ausbildungen ...",https://www.cnv-medien.de/news/bewerberschiff-online-meeting-soll-maritime-ausbildungen-schmackhaft-machen.html,"Mar 18, 2021 ... Cuxhaven. Ungewöhnlich aber attraktiv: Das neue Cuxhavener Online-Format ""Bewerberschiff"" soll maritime Ausbildungen attraktiv machen.",positiv,de
STAR Maritime - AFZ Rostock,https://www.afz-rostock.de/star-maritime.html,"S.T.A.R. Maritime | Mit unseren Trainings kann Ihre Karriere an Bord Fahrt aufnehmen ... Ausbildungsberufe 2-, 3- bis 3,5-jährig, Bartender (IHK), Berufliche Fort ...",neutral,de
maritime Berufe eingestellt 1630617 Vektor Kunst bei Vecteezy,https://de.vecteezy.com/vektorkunst/1630617-maritime-berufe-set,Downloaden Sie den lizenzfreien Vektor maritime Berufe eingestellt 1630617 bei Vecteezy für Ihr Projekt und entdecken Sie über eine Million anderer Vektoren ...,neutral,com
FLUFILM - YouTube,https://www.youtube.com/user/BadTVSchwarzUndWeiss,... department #maritime profes... 1.2K views · Feuerlöschschlepper im Einsatz! #shorts #jobs #hafen #heavymachinery #feuerwehr #maritime Berufe. 19K views ...,neutral,com
Ausbildungsberufe - GDWS,https://www.gdws.wsv.bund.de/DE/gdws/Bildungseinrichtungen/Ausbildungsberufe/Ausbildungsberufe-node.html,Maritime Notfallvorsorge · Mehrzweckschiffe · Neubau Mehrzweckschiff Scharhörn ... Ausbildungsberufe. Geoinformationstechnologie · Mehr ...,neutral,de
Karriere in der maritimen Industrie: Chancen und Berufe,https://www.das-ist-rostock.de/lifestyle/maritime-industrie/,"Apr 3, 2025 ... Maritime Industrie bietet vielseitige Berufe in Technik, Logistik und Management. Ein Industriefachwirt kann betriebswirtschaftliche Abläufe ...",neutral,de
Markenkommunikation - DMZ | EPS Agentur für Kommunikation,https://eps-kommunikation.de/arbeiten/deutsches-maritimes-zentrum/,Unter dem Motto: „Feel Maritime – Talente für nachhaltigen Wandel“ hat EPS Ausbildungskarten für die Ausbildungsberufe der maritimen Branche der DMZ entwickelt ...,negativ,de
Maritime Jobs,https://www.maritimejobs.com/,"Maritime, offshore, energy and technology jobs. New full time & part time, Shore-based and shipping jobs.",positiv,com
Ausbildungsberufe in Kirchdorf hautnah erleben - Liebherr,https://www.liebherr.com/de-at/n/ausbildungsberufe-in-kirchdorf-hautnah-erleben-20473-4445452,"Aug 18, 2016 ... Maritime Krane · Aerospace und Verkehrstechnik · Verzahntechnik und ... Ausbildungsberufe. „Wir freuen uns schon sehr, viele interessierte ...",positiv,com
Jobs in Shipping | Maritime Recruiters | Spinnaker,https://spinnaker-global.com/jobseekers/,Spinnaker help candidates navigate the competitive landscape of maritime employment by specialising in connecting talent with opportunities in the shore-based ...,positiv,com
Cluster Maritime Luxembourgeois – Bringing together the blue ...,https://www.cluster-maritime.lu/,The Luxembourg Maritime Cluster is a non-profit organization that promotes and safeguards the interests of its member companies.,positiv,lu
Understanding gender-neutral language in maritime through a ...,https://www.linkedin.com/pulse/understanding-gender-neutral-language-maritime-through-joseph-zeller-quyac,"Sep 2, 2024 ... Introduction The maritime industry, with its deep-rooted traditions, has long been associated with a language that reflects its historical ...",neutral,com
#divers #nmk | Juliane Bellstedt | 19 Kommentare,https://de.linkedin.com/posts/juliane-bellstedt-98371b247_divers-nmk-activity-7108527771353497600-4YU1,"Sep 15, 2023 ... ... Maritime Konferenz mit Auszubildenden der Land- und Seeseite über die Zukunft, Darstellung und Bewerbung der maritimen Ausbildungsberufe ...",negativ,com
Brunsbüttel - Wir über uns - Berufe-SH,https://www.berufe-sh.de/wir-ueber-uns/brunsbuettel.html,Als Tor zum Nord-Ostsee-Kanal ist die Stadt maritim geprägt und nutzt diese Eigenschaft für die Entwicklung zu einem Mittelzentrum mit hoher Lebensqualität.,negativ,de
"NMCI degree courses, Maritime College, Marine Courses, Offshore ...",https://www.nmci.ie/,"NMCI offers degree courses in Nautical Science, Marine Engineering and Marine Electrotechnology which will suit school leavers and those with experience of ...",neutral,ie
Nautische-Berufe,https://www.hamburg-port-authority.de/de/karriere/berufserfahrene/nautische-berufe,"Außerdem vermitteln sie zwischen Reedereien, Umschlagbetrieben und Stauereien und stehen bei maritimen Großveranstaltungen für Fragen zur Verfügung. Auch ...",neutral,de
Schulterschluss für die maritime Wirtschaft,https://www.reederverband.de/de/system/files/publikationen/deutsche_seeschifffahrt/deutsche_seeschifffahrt_-_ausgabe_q3-2024.pdf,"Sep 2, 2024 ... Ob Maritime Future Summit, Global Mariti- me Environmental Congress, Maritime Se- ... Berufe erlernen, darunter 14 Schiffsmechaniker:innen und 18 ...",negativ,de
Bundestagsbeschlüsse am 5. und 6. Februar - Deutscher Bundestag,https://www.bundestag.de/webarchiv/textarchiv/2015/kw06_angenommen_abgelehnt/359274,Maritime Ausbildung: Gegen das Votum der ... Die Grünen hatten ein bedarfsorientiertes Ausbildungskonzept für maritime Ausbildungsberufe gefordert.,negativ,de
Schifffahrtsbau im Wandel: Gefragte Berufe & Karrierechancen,https://zeitarbeit-international.de/2025/02/17/steigender-wettbewerb-im-schifffahrtsbau-welche-berufe-sind-sehr-stark-gefragt/,"Feb 17, 2025 ... Die maritime Industrie befährt derzeit raue Gewässer. Der steigende Wettbewerb im Schiffbau zwingt Werften, Reedereien und Zulieferbetriebe ...",negativ,de
Seefahrtschule Flensburg: Startseite,https://seefahrtschule.eu/,Fachschule für Seefahrt Flensburg – Maritime Ausbildung - modern und praxisnah ... Die Fachschule für Seefahrt Flensburg bietet 5 Ausbildungen an:.,negativ,eu
Harren Group Careers: Join Our Maritime Experts: HARREN GROUP,https://www.harren-group.com/careers,"Hence, the following information is written in German. Ausbildung. In unseren vielfältigen Ausbildungen erwartet dich ein abwechslungsreicher und spannender ...",positiv,com
Pressemitteilungen der Ämter ... - WSA Weser-Jade-Nordsee,https://www.wsa-weser-jade-nordsee.wsv.de/Webs/WSA/Weser-Jade-Nordsee/DE/SharedDocs/Pressemitteilungen/20250416_hb_Weser_PM.html?nn=3026438,"Apr 16, 2025 ... Maritime Notfallvorsorge · Mehrzweckschiffe · Neubau Mehrzweckschiff ... Ausbildungsberufe · Durchführungshinweise · Berufsbildungszentrum ...",neutral,de
Aussenstellen - WSA Westdeutsche-Kanaele,https://www.wsa-westdeutsche-kanaele.wsv.de/Webs/WSA/Westdeutsche-Kanaele/DE/Westdeutsche-Kanaele/AnfahrtAdressen/Aussenstellen/Aussenstellen_node.html,Maritime Notfallvorsorge · Mehrzweckschiffe · Neubau Mehrzweckschiff Scharhörn ... Ausbildungsberufe · Durchführungshinweise · Berufsbildungszentrum ...,neutral,de
Zukunft Meer: Nachhaltigkeit & Umweltschutz bei Adler-Schiffe,https://www.adler-schiffe.de/service/zukunft-meer/,"Plattform für Bildung, Forschung und Vernetzung auch als Werbung für maritime Berufe; Blaupause für zahlreiche Küstenschiffe. Zonierungsplanung.",neutral,de
Zukunftskonzept für die Maritime Wirtschaft in Mecklenburg ...,https://www.regierung-mv.de/static/Regierungsportal/Ministerpr%C3%A4sidentin%20und%20Staatskanzlei/Dateien/pdf-Dokumente/Publikation_-_Zukunftskonzept_f%C3%BCr_die_maritime_Wirtschaft_in_MV_Druckfassung.pdf,"Jul 17, 2024 ... ➢ Berufsorientierung für Berufe der maritimen Wirtschaft ausbauen. Eine gute berufliche Orientierung ist entscheidend, um Kindern und ...",negativ,de
Ausbildung bei Maritim Hotel Bad Homburg,https://www.aubi-plus.de/unternehmen/maritim-hotel-bad-homburg-bad-homburg-vor-der-hoehe/,"Maritim Hotel Bad Homburg; Bad Homburg vor der Höhe, Deutschland. Beginn. 01.08.2025. Anzeigen. Ausbildungsberufe Maritim Hotel Bad Homburg. Fachkraft für ...",negativ,de
Hart und real nur bei OffTEC: Maritime Überlebens-Trainings für ...,https://www.offtec.de/pressedetail/hart-und-real-nur-bei-offtec-maritime-ueberlebens-trainings-fuer-spezialeinheiten,"Mar 27, 2019 ... Das Offshore Trainings- und Entwicklungs-Cluster OffTEC ist Experte für maritime Ausbildungen von Spezialeinsatzkräften der Polizei und ...",negativ,de
Lukas Mertens: „Ich habe richtig Bock auf meine Heimat und ...,https://www.scm-handball.de/news/news-detail-page/lukas-mertens-ich-habe-richtig-bock-auf-meine-heimat-und-handball?type=1337,"Jan 31, 2019 ... Das „Maritime Trainingszentrum Wesermarsch“ in Elsfleth, in dem normalerweise maritime Berufe für die Arbeit auf hoher See geschult werden ...",negativ,de
ma-co maritimes competenzcentrum GmbH: Startseite,https://www.ma-co.de/,"... Maritime Training, Gefahrgut & Zoll, Leadership, Safety & Security, sowie IT ... Mit spezifischen Trainings & Ausbildungen zum hochqualifizierten Mitarbeiter in ...",positiv,de
Ausbildungsmarktbilanz 2024 - Handwerkskammer Hamburg,"https://www.hwk-hamburg.de/artikel/ausbildungsmarktbilanz-2024-93,0,1726.html","Nov 4, 2024 ... ... maritime Berufe werben und in der Handelskammer mit Hilfe von Virtual Reality Einblicke in Ausbildungsberufe geben, die sonst nur schwer ...",negativ,de
"Mehr Studierende, rare Plätze an Bord",https://hansa-online.de/2021/08/schifffahrt/179590/mehr-studierende-rare-plaetze-an-bord/,"Aug 1, 2021 ... ... (maritime) Ausbildungsberufe liegen«, sagt er. Wand hat nicht den Eindruck, dass die Coronakrise und die schwierige Situation für viele ...",negativ,de
"Ausbildung, Studium und Karriere: Vocatium Messe in Magdeburg",https://www.lvermgeo.sachsen-anhalt.de/de/gdp-news/ausbildung-studium-und-karriere-vocatium-messe-in-magdeburg.html,"Jun 13, 2023 ... Lernen Sie uns und unsere Ausbildungsberufe auf der Vocatium Messe am 27. und 28. Juni 2023 im Maritim Hotel Magdeburg kennen. Spannende ...",positiv,de
August - Heute Vormittag sind wir in Hörstel auf der ...,https://www.facebook.com/photo.php?fbid=1075235680820504&id=100050022470120&set=a.478296230514455,"Jul 3, 2024 ... ... Ausbildungsberufe bietet die Firma STORM? Was erwartet mich während der Ausbildung? Welche Perspektiven habe ich nach der Ausbildung ...",negativ,com
TAMSEN MARITIM GmbH - JOB FACTORY,https://jobfactory.de/aussteller/tamsen-maritim-gmbh/,"... Ausbildungsberufe bekommen und am Ende der Woche dann bereits meinen Lehrvertrag unterschrieben. ... Industrie & Wirtschaft, Maritime Wirtschaft ...",neutral,de
August - Heute Vormittag sind wir in Hörstel auf der ...,https://www.facebook.com/photo.php?fbid=1075235680820504&id=100050022470120&set=a.478296230514455,"Jul 3, 2024 ... ... Ausbildungsberufe bietet die Firma STORM? Was erwartet mich während der Ausbildung? Welche Perspektiven habe ich nach der Ausbildung ...",negativ,com
TAMSEN MARITIM GmbH - JOB FACTORY,https://jobfactory.de/aussteller/tamsen-maritim-gmbh/,"... Ausbildungsberufe bekommen und am Ende der Woche dann bereits meinen Lehrvertrag unterschrieben. ... Industrie & Wirtschaft, Maritime Wirtschaft ...",neutral,de
KURS-Lernpartnerschaft mit dem Maritim Hotel Bonn – Bonns ...,https://5te-gesamtschule-bonn.de/informationen/74-kurs-lernpartnerschaft-mit-dem-maritim-hotel-bonn,"Nov 20, 2017 ... ... Ausbildungsberufe in der Hotellerie zu begeistern"" so Irene Vianden vom Maritim Hotel Bonn. Schüler kennen nur wenige Berufe und haben viel ...",positiv,de
Ausbildungsberufe - Bremer Rhederverein,https://rhederverein.de/ausbildungsberufe/,Das internationale und maritime Flair fasziniert viele junge Leute – zu Recht. Die einzelnen Berufsbilder in der Seeschifffahrt stellt der Bremer ...,negativ,de
Entdecke die Zukunft der Schifffahrt: Event in der HafenCity ...,https://www.homeport.hamburg/entdecke-die-zukunft-der-schifffahrt-event-in-der-hafencity-hamburg-am-7-mai-2025,"Apr 8, 2025 ... Mit „KURS ZUKUNFT – Deine Chancen in der maritimen Welt“ hast du die Chance, dich über spannende maritime Berufe zu informieren und Kontakte ...",negativ,hamburg
Maritim Hotel | Bad Homburg v. d. Höhe,https://www.nachtderausbildung-bad-homburg.de/de/unternehmen/maritim-hotel~cn28genOYJg,Ausbildungsberufe: Hotelfachmann/‐frau; Fachmann / Fachfrau für Restaurants‐ und Veranstaltungsgastronomie; Koch /Köchin; Fachkraft für Gastronomie; Fachkraft ...,negativ,de
IfT Institut für Talententwicklung - vocatium Magdeburg 2025,https://www.vocatium.de/fachmessen/vocatium-magdeburg-2025,Maritim Hotel. 11.06.2025 | 08:30 - 14:45 Uhr 12.06.2025 | 08:30 - 14:45 Uhr Eintritt frei. Über Berufe und Bildungswege informieren. Die Messe für: Ausbildung ...,negativ,de
WSA Ostsee - Ausbildung,https://www.wsa-ostsee.wsv.de/Webs/WSA/Ostsee/DE/6_Ueber_uns/Karriere/4_Ausbildung/Ausbildung_node.html,Maritime Notfallvorsorge · Verkehrsmanagement · Lotswesen · Nautiker ... Informieren Sie sich über unsere spannenden und vielseitigen Ausbildungsberufe: ...,neutral,de
Nordseereport: Hafenkante Bremerhaven - Jobs mit Meerblick - hier ...,https://www.ardmediathek.de/video/nordseereport/hafenkante-bremerhaven-jobs-mit-meerblick/ndr/Y3JpZDovL25kci5kZS9wcm9wbGFuXzE5NjM1NTk0MV9nYW56ZVNlbmR1bmc,"Sep 22, 2024 ... In der Seestadt Bremerhaven gibt es viele maritime Berufe. Moderatorin Britta von Lucke will einige davon kennenlernen und stellt auch einen ...",neutral,de
Leinen los für ein... - Berufsförderungswerk Hamburg | Facebook,https://m.facebook.com/story.php?story_fbid=122184836588185359&id=61555560788655,"... maritime Berufe gewonnen. #Umschulung #MaritimesMuseum #BFW. May be an image of 11 people, the Aqueduct of Segovia, Rijksmuseum and text · Carolin Ladewig and ...",neutral,com
Neue Initiative zur Förderung und Promotion der nautischen ...,https://www.nautilusint.org/ch/nachrichten-einblicke/nachrichten/neue-initiative-zur-f%C3%B6rderung-und-promotion-der-nautischen-ausbildung-gestartet/,"Feb 22, 2023 ... Nautilus International Maritime Union. Deutsch. English · Netherlands ... Ebenso erfreulich ist, dass verschiedene Schweizer Arbeitgeber bewusst ...",positiv,org
HEINRICH RÖNNER GRUPPE | Welcher Mechanikerberuf würde ...,https://www.instagram.com/roennergruppe/reel/C8w-s_otv7H/,"Jun 28, 2024 ... Mit Leidenschaft und Expertise gestalten wir die maritime Zukunft – von Bremerhaven und unseren weiteren Standorten aus in die ganze Welt.",negativ,com
Neufassung der Praxissemesterordnung des Fachbereichs ...,https://hs-flensburg.de/satzung/FB1/Neufassung_Praxissemesterordnung_SAT.pdf,"Jun 26, 2023 ... des Fachbereichs Maschinenbau, Verfahrenstechnik und Maritime Technologien ... (3) Die Praxissemester können durch folgende Ausbildungen bzw.",negativ,de
Sitemap DE,https://www.thyssenkrupp-rotheerde.com/de/sitemap,Maritime Anwendungen · Krane und Hubeinrichtungen · Getriebebau ... Ausbildungsberufe · Schülerpraktikum und Schülerinitiativen · Ausbildungsaktionen.,neutral,com
Rede im Deutschen Bundestag am 13. März 2020 Maritime NATO ...,https://www.reinhard-brandl.de/download/?file=data%2Fdocs%2Freden-beitraege%2F2020_03_13-rede-fortsetzung-seaguardian.pdf,"Mar 13, 2020 ... Gemeinsam mit Israel gab es Ausbildungen zur Seenotrettung. (Jürgen Trittin (BÜNDNIS 90/DIE GRÜNEN): Gestern wurde es explizit im. Ausschuss ...",neutral,de
Flyer Verbundprojekt 2 Fphasev2.indd,https://www.jade-hs.de/fileadmin/fb_seefahrt/downloads/Forschung/Offene_Hochschulen/Flyer_Verbundprojekt_2015.pdf,"ausbildungen mit mehrjähriger Berufserfahrung, Lehrer|innen. (für ... Maritime Business, Maritime Logistics. STUDIENANGEBOTE. Studieninteressierte ...",neutral,de
Der Wandel maritimer Strukturen,https://iaw.uni-bremen.de/f/574aafc1a7.pdf,"... Ausbildungen bekommt oder das Konzept von organisierten ... te haben die neuen maritimen Dienstleistungsstrukturen (maritime Forschung,.",negativ,de
Eldena- Wiek bei Greifswald – Wissenschaftliche Sammlungen,https://wissenschaftliche-sammlungen.uni-greifswald.de/eldena-wiek-bei-greifswald/,"Aug 10, 2021 ... Es folgten später zusätzliche Ausbildungen als ... In seinem Schaffen übten maritime Motive eine besondere Anziehungskraft aus.",neutral,de
"Ford, B., Halligan, J. J. & Catsambis, A. (2020). Our Blue Planet 361 ...",https://journals.ub.uni-heidelberg.de/index.php/arch-inf/article/view/105512/100683,"to Maritime and Underwater Archaeology. Oxford: Oxford University Press ... tergründen an Ausbildungen, unter dem sich in- haltliches akademisches ...",neutral,de
