Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
#gatewaytothefuture #italy #trieste #growth #logistics | HHLA ...,https://www.linkedin.com/posts/hhla_gatewaytothefuture-italy-trieste-activity-7023595963378229248-uHCa,"Jan 24, 2023 ... HHLA CEO Angela Titzrath visiting our team at our multipurpose terminal in Trieste, where we see great potential for further growth ✨ At ...",positiv,com
Angela Titzrath – Wikipedia,https://de.wikipedia.org/wiki/Angela_Titzrath,Angela Titzrath (* 30. April 1966 in Essen) ist eine deutsche Managerin. ... Seit dem 1. Januar 2017 ist sie Vorstandsvorsitzende des europäischen ...,positiv,org
"Angela Titzrath, a competent person who leads the company in the ...",https://www.linkedin.com/posts/pejman-ghanbari-118930a_angela-titzrath-a-competent-person-who-leads-activity-6547484334037708800-BB1J,"Jun 20, 2019 ... Angela Titzrath, a competent person who leads the company in the right innovative direction. No alternative text description for this ...",positiv,com
Supervisory Board - Evonik Industries,https://corporate.evonik.cn/en/company/evonik-industries-ag/management/supervisory_board,"Angela Titzrath, Hamburg Chairwoman of the Executive Board Hamburger Hafen und Logistik Aktiengesellschaft Dr. Volker Trautz, Munich Former Chairman of the ...",neutral,cn
BRI boosts Hamburg's logistics role - China.org.cn,http://www.china.org.cn/business/2019-08/27/content_75141752.htm,"Aug 27, 2019 ... Angela Titzrath, chairwoman of the Executive Board of Hamburger Hafen Und Logistik, said that Hamburg has been trying to strengthen its ...",positiv,org.cn
Hamburg has always had its sights set on Asia: Angela Titzrath,https://www.itln.in/hamburg-has-always-had-its-sights-set-on-asia-angela-titzrath-shipping,"May 31, 2019 ... May 31, 2019: Angela Titzrath, chairwoman of HHLA Container Terminal Tollerort (CTT) executive board, has said that as the gateway to the ...",neutral,in
HHLA calls for final approval of China's Cosco investment in ...,https://www.reuters.com/markets/europe/hhla-calls-final-approval-chinas-cosco-investment-hamburg-port-2023-03-23/,"Mar 23, 2023 ... ... Angela Titzrath said. The Reuters Tariff Watch newsletter is your daily guide to the latest global trade and tariff news. Sign up here. ""We ...",positiv,com
"File:Angela Titzrath, HHLA.jpg - Wikimedia Commons","https://commons.wikimedia.org/wiki/File:Angela_Titzrath,_HHLA.jpg","DescriptionAngela Titzrath, HHLA.jpg. Deutsch: Angela Titzrath, seit 1.1.2017 Vorstandsvorsitzende der Hamburger Hafen und Logistik (HHLA). Date, 19 December ...",neutral,org
Supervisory Board - Lufthansa Group Investor Relations,https://investor-relations.lufthansagroup.com/en/corporate-governance/supervisory-board.html,"Angela Titzrath. CEO Hamburger Hafen und Logistik AG Curriculum vitae. Klaus ... ESG Committee. Erich Clementi, Chairman Sara Grubisic Marvin Reschinsky Angela ...",neutral,com
Hamburger Hafen und Logistik acquires Estonia's biggest terminal ...,https://investinestonia.com/hamburger-hafen-und-logistik-acquires-estonias-biggest-terminal-operator-transiidikeskuse-as/,"Regarding the acquisition of Transiidikeskuse AS, Angela Titzrath, Chairwoman of HHLA's Executive Board, explains: “Estonia is one of the fastest-growing ...",positiv,com
Hamburger Hafen HHLA-Chefin Titzrath: „Die Lager werden bald ...,https://www.capital.de/wirtschaft-politik/hamburger-hafen-hhla-chefin-titzrath---die-lager-werden-bald-leer-sein--35636342.html,"Apr 13, 2025 ... Angela Titzrath: Die 58 ...",negativ,de
Angela Titzrath ist neue ZDS-Präsidentin,https://zds-seehaefen.de/2022/11/17/angela-titzrath-ist-neue-zds-prasidentin/,"Nov 17, 2022 ... Angela Titzrath ist neue ZDS-Präsidentin ... Hamburg. Der Zentralverband der deutschen Seehafenbetriebe (ZDS) hat auf seiner gestrigen ...",neutral,de
Annual shareholders' meeting 2023 - Evonik Industries,https://publications.evonik.com/en/investor-relations/annual-shareholders-meeting/archive/annual-shareholders-meeting-2023,Download. j) Angela Titzrath. Download. Recommendations for Audio & Video Performance. Download. Voting Results. Download. Information according to table 8 of ...,neutral,com
Supervisory Board of Evonik Industries AG,https://www.evonik.com/en/company/supervisory-board.html,"Angela Titzrath, Hamburg - Chairwoman of the Executive Board of Hamburger Hafen und Logistik Aktiengesellschaft. Employee Representatives. Alexander Bercht ...",neutral,com
Angela Titzrath es la nueva directora de Hamburger Hafen,https://www.deutschland.de/es/topic/economia/globalizacion-comercio-mundial/empleos-seguros-en-el-comercio-global,"Jun 8, 2017 ... Angela Titzrath es la nueva directora de Hamburger Hafen und Logistik AG: un alto cargo directivo en una ciudad con una larga tradición ...",neutral,de
HHLA - Wikipedia,https://en.wikipedia.org/wiki/HHLA,"Angela Titzrath, Chief executive officer · Rüdiger Grube, Chairman of Supervisory board. Services, Container terminals, cargo handling and transport.",neutral,org
COSCO increase their stake in Hamburg container terminal by 33 ...,https://atlas-network.com/cosco-increase-theirstake-in-hamburg-container-terminal-by-33/,"Sep 23, 2021 ... Zhang Dayu, Managing Director of COSCO SHIPPING Ports and Ms. Angela Titzrath, Chairwoman of Hamburger Hafen und Logistik Aktiengesellschaft's ...",positiv,com
HHLA: Angela Titzrath verteidigt Hamburger Hafendeal gegen Kritik,https://www.handelsblatt.com/unternehmen/handel-konsumgueter/angela-titzrath-hhla-chefin-verteidigt-hamburger-hafendeal-gegen-kritik/29487152.html,"Nov 7, 2023 ... HHLA-Chefin verteidigt Hamburger Hafendeal gegen Kritik · Der geborene Mitgesellschafter wäre die Container-Reederei Hapag-Lloyd in Ihrer ...",negativ,com
Interim Statement January – September 2024,https://report.hhla.de/interim-statement-q3-2024,Foreword. Angela Titzrath – Chairwoman of the Executive Board (Photo). Angela Titzrath. Chief Executive Officer. HHLA offers its customers integrated solutions ...,positiv,de
Business Forum at the Ambassadors Conference - Federal Foreign ...,https://www.auswaertiges-amt.de/en/newsroom/news/business-forum-ambassadors-conference-2130138,"Aug 24, 2018 ... After the speeches by the two Ministers, there will be a discussion between Angela Titzrath, Chairwoman of the Executive Board of Hamburger ...",neutral,de
Chinese stake in Hamburg port injects stability into bilateral relations ...,https://www.globaltimes.cn/page/202210/1278123.shtml,"Oct 27, 2022 ... ""We appreciate that a solution has been found in objective and constructive talks with the federal government,"" said Angela Titzrath, chairwoman ...",positiv,cn
ZDS: Port expansion needed for wind power development in Germany,https://balticwind.eu/zds-port-expansion-needed-for-wind-power-development-in-germany/,"Mar 22, 2023 ... Angela Titzrath, chairman of the Association of German Seaport Operators (ZDS):. “An energetic turnaround is underway. It is good and right ...",positiv,eu
Interview mit Angela Titzrath-Grimm - karriereführer,https://www.karrierefuehrer.de/prominente/interview-angela-titzrath-grimm.html,Zum Unternehmen. DaimlerChrysler mit seinem Zentralfirmensitz in Stuttgart ist eines der international führenden Automobilunternehmen. Weltweit sind rund ...,neutral,de
"Angela Titzrath, CEO Hamburger Hafen und Logistik AG, im IW ...",https://www.iwkoeln.de/institut/aus-dem-iw/angela-titzrath-ceo-hamburger-hafen-und-logistik-ag-im-iw-brown-bag.html,"Aug 25, 2022 ... Angela Titzrath, CEO Hamburger Hafen und Logistik AG, im IW-Brown-Bag · Drucken · Teilen. Nicht allein die Transformationsnotwendigkeiten, vor ...",negativ,de
Hamburg terminal operator HHLA accepts MSC's offer for ownership ...,https://www.joc.com/article/hamburg-terminal-operator-hhla-accepts-mscs-offer-for-ownership-stake-5215671,"Nov 6, 2023 ... While the carrier will not hold the controlling share, expanding its presence in Hamburg will cement MSC's terminal operating position in ...",positiv,com
BGD2023 participants,https://www.berlinglobaldialogue.org/events/bgd2023-participants,"Select BGD 2023 participants from business, government, and academia. Angela Titzrath. Member of the Board of Management. Hamburger Hafen und Logistik AG.",neutral,org
Vertrag verlängert: Titzrath bleibt Chefin der HHLA | NDR.de ...,"https://www.ndr.de/nachrichten/hamburg/Vertrag-verlaengert-Titzrath-bleibt-Chefin-der-HHLA,titzrath124.html","Jan 16, 2024 ... Aber schon jetzt ist klar: HHLA-Chefin bleibt auch in den kommenden Jahren Angela Titzrath - ihr Vertrag wurde um fünf Jahre verlängert. Seit ...",neutral,de
Angela Titzrath | CEU,https://ceu-hamburg.eu/portraits/angela-titzrath,2012 wurde sie in den Vorstand der Deutsche Post AG bestellt und verantwortete dort bis 2014 das Personalressort des globalen Konzerns. Anschließend war sie als ...,negativ,eu
#positiveimpact #impactinvesting #cvc #smartport #maritime ...,https://ug.linkedin.com/posts/oliver-risse-7a043b6_positiveimpact-impactinvesting-cvc-activity-7044584210199650304-Vg-Q,"Mar 23, 2023 ... Hear from our Group CEO Angela Titzrath of HHLA Hamburger Hafen und Logistik AG the financial results 2022 and our solid plan for ...",positiv,com
HHLA CEO: Steady Operation in the Ports Guaranteed - Logistics ...,https://logistics-manager.com/hhla-ceo-steady-operation-in-the-ports-guaranteed/,"Mar 23, 2020 ... “We are aware of our special responsibility as a service provider for Germany as industrial nation,” explains HHLA CEO Angela Titzrath on ...",positiv,com
HHLA buys stake in H2Global foundation - Splash247,https://splash247.com/hhla-buys-stake-in-h2global-foundation/,"Aug 25, 2021 ... ... Angela Titzrath. The chairwoman of HHLA's executive board was elected deputy chairwoman of the foundation's board of trustees. HHLA is ...",positiv,com
Estonia's largest container cranes start operating in Muuga - HHLA ...,https://hhla-tk.ee/en/news/estonias-largest-container-cranes-start-operating-in-muuga,"May 31, 2022 ... ... Angela Titzrath, Member of Management Board of HHLA TK Estonia Andres Uusoja, Member of Management Board of HHLA Group Jens Hansen and ...",neutral,ee
HHLA Opens Hydrogen Test Field in the Port of Hamburg,https://maritime-executive.com/corporate/hhla-opens-hydrogen-test-field-in-the-port-of-hamburg,"Jul 4, 2024 ... Angela Titzrath, CEO of HHLA: “We're pleased to open the first test field for hydrogen-powered port logistics today. It enables us to test ...",positiv,com
Additional information on Agenda Item 6 Resolution on elections to ...,https://files.evonik.com/shared-files/profile-of-the-candidates-for-the-supervisory-board-3004.pdf,• Angela Titzrath. • Dr. Volker Trautz. • Ulrich Weber. Page 2. Education. 1976 ... Angela Titzrath. Chairwoman of the Executive Board Hamburger Hafen und.,neutral,com
Cosco Unit to Pay $116 Million for Hamburg Terminal Stake - Caixin ...,https://www.caixinglobal.com/2021-09-23/cosco-unit-to-pay-116-million-for-hamburg-terminal-stake-101776391.html,"Sep 23, 2021 ... ... Angela Titzrath, chairwoman of HHLA. “HHLA and Cosco equally pursue ... Titzrath said. According to the filing, Cosco Shipping Ports ...",negativ,com
HHLA board backs MSC's takeover bid | myKN,https://mykn.kuehne-nagel.com/news/article/hhla-board-backs-mscs-takeover-bid-08-Nov-2023,"Nov 7, 2023 ... HHLA chief executive Angela Titzrath said the €450m commitment would give the company considerable resources to become a leading European ...",positiv,com
MESTEMACHER AWARD “FEMALE MANAGER OF THE YEAR ...,https://www.mestemacher-gmbh.com/gender-equality/mestemacher-award-female-manager-of-the-year/,Angela Titzrath. Photo credits: HHLA/Thies Rätzke. Winner 2019. Milagros Caiña Carreiro-Andree. Photo credits: BMW Group. Winner 2016. Annette Stieve. Winner ...,positiv,com
Remuneration of Supervisory Board members,https://report.lufthansagroup.com/2024/annual-report/en/remuneration-report/remuneration-of-supervisory-board-members/,"Angela Titzrath (since 2.9.2020), 25, 81, 222.0%, 82, 1.2%, 125, 53.4%, 125, 0.0%. Klaus Winkler, 70, 113, 60.7%, 115, 1.8%, 148, 29.3%, 150, 1.4%. 4) Up to and ...",neutral,com
Angela Titzrath ist neue ZDS-Präsidentin,https://www.schifffahrtundtechnik.de/nachrichten/personalien/angela-titzrath-ist-neue-zds-praesidentin-3282620,"Nov 18, 2022 ... Angela Titzrath (Vorstandsvorsitzende der Hamburger Hafen und Logistik) steht dem Verband nun als neue Präsidentin vor. Das Amt des ...",neutral,de
ZDS: Ane Maersk's arrival exposes urgency for infrastructure ...,https://www.worldcargonews.com/news/2024/03/zds-ane-maersks-arrival-exposes-urgency-for-infrastructure-investment-in-german-ports/,"Mar 29, 2024 ... Angela Titzrath, President of the Central Association of German Seaport Companies (ZDS), has emphasized the importance of port ...",positiv,com
"Goosebumps at the ceremonial christening of the new ""Berlin ...",https://www.hapag-lloyd.com/en/company/about-us/newsletter/2023/10/goosebumps-at-the-ceremonial-christening-of-the-new--berlin-expr.html,"Oct 5, 2023 ... After speeches by HHLA boss Angela Titzrath, Hyek Woong Kwon, CEO of Hanwha Ocean Shipyard, and Hapag-Lloyd CEO Rolf Habben Jansen, Peter ...",neutral,com
Angela Titzrath wird Vorstandsvorsitzende der HHLA - DVZ,https://www.dvz.de/personalien/detail/news/angela-titzrath-wird-vorstandsvorsitzende-der-hhla.html,"Dec 31, 2024 ... Titzrath gilt als Managerin mit großer internationaler Erfahrung im Industrie- und Dienstleistungsbereich. Von 1991 bis 2012 war sie in ...",negativ,de
Ambassador Gudrun Sräga in Discussions with Participants of the ...,https://www.facebook.com/GermanEmbassyValletta/posts/ambassador-gudrun-sr%C3%A4ga-in-discussions-with-participants-of-the-baden-baden-entr/183301522326980/,"May 22, 2018 ... ... Angela Titzrath, Hamburger Hafen und Logistik AG, Christoph von Guionneau and spouse, Gudrun Sräga and Gerhard Steiger, Robert Bosch GmbH ...",neutral,com
Legal Notice - HHLA Next | HHLA Next,https://hhla-next.de/en/legal-notice,Angela Titzrath. Contact. Tel. +49 40 3088-0. Email: hello@hhla-next.de. VAT Identity No. DE 347419222. Website Management. Simone Lode. Team · Portfolio · News ...,negativ,de
Angela Titzrath – Als Hafen-Chefin immer China im Blick • Table ...,https://table.media/china/heads/angela-titzrath-als-hafen-chefin-immer-china-im-blick/,"Apr 20, 2022 ... Angela Titzrath – Als Hafen-Chefin immer China im Blick. Angela Titzrath ist Vorstandsvorsitzende der Hamburger Hafen und Logistik - dabei hat ...",neutral,media
Lufthansa Adds WestJet CEO to Board in Possible Succession Plan ...,https://www.bloomberg.com/news/articles/2025-03-05/lufthansa-adds-westjet-ceo-to-board-in-possible-succession-plan?srnd=prognosis,"Mar 5, 2025 ... Lufthansa also confirmed that Astrid Stange, Angela Titzrath, and Erich Clementi will stand for reelection to the board for another three ...",positiv,com
Frauen in die Aufsichtsräte: Angela Titzrath,https://www.fidar.de/fidar-forum/speaker-portraits/angela-titzrath.html,Angela Titzrath ist seit dem 1. Januar 2017 Vorstandsvorsitzende der Hamburger Hafen und Logistik AG. Sie hat Wirtschaftswissenschaften und romanische ...,negativ,de
"HHLA-Chefin Angela Titzrath: ""Ich fange an, die Stadt richtig zu ...",https://www.youtube.com/watch?v=UF5xT1sQeM4,"Jan 8, 2018 ... Mehr als 900 Gäste aus Politik, Wirtschaft, Sport und Kultur sind zum Neujahrsempfang des Hamburger Abendblatts ins Hotel Atlantic gekommen.",negativ,com
HHLA proceeds with new IT projects for Hamburg box terminals ...,https://container-news.com/hhla-proceeds-with-new-it-projects-for-hamburg-box-terminals/,"Jul 14, 2020 ... Angela Titzrath, chairwoman of the HHLA executive board, emphasised the importance of ML for the company in her welcoming address at the ...",positiv,com
"2 Fragen an Angela Titzrath, CEO der HHLA Hamburger Hafen und ...",https://de.linkedin.com/pulse/2-fragen-angela-titzrath-ceo-der-hhla-hamburger-hafen-und-logistik-,"Sep 28, 2021 ... Angela Titzrath ist CEO der HHLA Hamburger Hafen und Logistik AG. Beim diesjährigen BestPractice Day am 23. November (in Stuttgart und via ...",neutral,com
HHLA container terminals use machine learning technology to boost ...,https://www.offshore-energy.biz/hhla-container-terminals-use-machine-learning-technology-to-boost-productivity/,"Jul 10, 2020 ... Angela Titzrath, Chairwoman of the Executive Board of HHLA, emphasised the importance of ML for the company in her welcoming address at the ...",positiv,biz
"Hauptversammlung der Hamburger Hafen und Logistik AG, 13. Juni ...",https://epub.sub.uni-hamburg.de/epub/volltexte/2024/177438/,"Oct 21, 2024 ... ... Angela Titzrath, Vorstandsvorsitzende. Titzrath, Angela. pdf-Format: Dokument 1.pdf (170 KB). DDC-Sachgruppe: Wirtschaft. Dokumentart: Sonstiges.",neutral,de
Hafen-Chefin Angela Titzrath verteidigt Einstieg von Cosco am ...,https://www.presseportal.de/pm/9377/5359717,"Nov 2, 2022 ... ... Angela Titzrath verteidigt Einstieg von Cosco am Hamburger Terminal: ""Das derzeitige China-Bashing nutzt keinem"". Hamburg (ots). Kurz vor der ...",neutral,de
Krawall am Kai - manager,https://www.manager-magazin.de/unternehmen/krawall-am-kai-a-c66e43f8-0002-0001-0000-000150194458,"Mar 23, 2017 ... A n ihrem ersten Arbeitstag als Chefin konnte Angela Titzrath (50) sich ungestört entfalten. Denn außer ihr war zu Jahresbeginn der gesamte ...",negativ,de
LHA | Deutsche Lufthansa AG Profile | MarketWatch,https://www.marketwatch.com/investing/stock/lha/company-profile?countrycode=xe&pid=243392507,Angela Titzrath Member-Supervisory Board; Karl Gernandt Member-Supervisory Board; Sara Grubisic Member-Supervisory Board; Jamila Jadran Member-Supervisory ...,neutral,com
"Schifffahrt: ""Wir Kunden sind verwöhnt"" | ZEIT ONLINE",https://www.zeit.de/2022/29/schifffahrt-container-hafen-lieferketten,"Jul 15, 2022 ... Angela Titzrath ist Chefin des Hamburger Hafenbetreibers HHLA. Ein Gespräch über das Chaos auf den Weltmeeren, gestörte Lieferketten und ...",negativ,de
Untitled,https://www.politico.eu/wp-content/uploads/2024/09/05/clean-Teilnehmer_deutsch_franzosisches_Unternehmertreffen.pdf,"Sep 5, 2024 ... Angela Titzrath. Roger de Weck. Stefan Wintels. Alex Wynaendts. Matthias Zachert. Oliver Zipse. KfW Bankengruppe. Deutsche Bank...........",neutral,eu
Cosco will Teil des Hamburger Hafens kaufen - GPPi,https://gppi.net/2022/10/20/cosco-will-teil-des-hamburger-hafens-kaufen,"Oct 20, 2022 ... Der Hamburger Hafen hat sich unter Hafenchefin Angela Titzrath und Bürgermeister Tschentscher mit Verve Peking als ​„Ende der Seidenstraße ...",neutral,net
Hamburger Hafen und Logistik Aktiengesellschaft ...,https://www.charta-der-vielfalt.de/ueber-uns/die-unterzeichner-innen/liste/zeige/hamburger-hafen-und-logistik-aktiengesellschaft/,"“ Angela Titzrath, CEO, 31. Mai 2022“. HHLA. Diversity-Tag Teilnahme. Wir beteiligen uns am Deutschen Diversity-Tag und machen unser Engagement für Diversity ...",positiv,de
Hafenlogistik: HHLA stellt Transporter auf Elektroantrieb um - WELT,https://www.welt.de/regionales/hamburg/article175516829/Hafenlogistik-HHLA-stellt-Transporter-auf-Elektroantrieb-um.html,"Apr 16, 2018 ... ... Angela Titzrath am Montag einen Förderbescheid über acht Millionen Euro. Damit unterstützt der Europäische Fonds für regionale Entwicklung ...",neutral,de
"Corona-Krise: Lufthansa-Chef Carsten Spohr kündigt ""Luftbrücke ...",https://www.spiegel.de/wirtschaft/unternehmen/coronakrise-lufthansa-chef-carsten-spohr-kuendigt-luftbruecke-fuer-waren-an-a-25b8d5dd-cfac-449a-b589-c9c65db4c7e6,"Mar 17, 2020 ... ... Angela Titzrath. Ebenfalls unter dem Stichwort ""Luftbrücke"" hat Bundesaußenminister Heiko Maas (SPD) eine Rückholaktion für deutsche ...",neutral,de
Krieg in der Ukraine: Deutsche Unternehmen fassungslos ...,https://www.rnd.de/wirtschaft/krieg-in-der-ukraine-deutsche-unternehmen-fassungslos-niemand-weiss-wie-es-weitergeht-BAMU5VBP7ZGGXKME7LUDLI34VI.html,"Feb 25, 2022 ... Zuvor hatte HHLA-Chefin Angela Titzrath erklärt, dass die HHLA ihr Personal in Odessa nach Hause geschickt hat. „Der Hafen ist geschlossen ...",negativ,de
"Frauen in Führung: Mehr Posten, Geld und Gerechtigkeit - Karriere ...",https://www.sueddeutsche.de/karriere/frauen-vorstand-geld-karriere-1.4278017,"Jan 8, 2019 ... ... Angela Titzrath bei Hamburger Hafen und Logistik, Dolores Jean Schendel bei MediGene und bei GrenkeLeasing sitzt Antje Leminsky dem Vorstand ...",neutral,de
Ever-Given-Havarie verschärft Transportnotstand - Halbleiterkrise ...,https://www.golem.de/news/halbleiterkrise-chip-knappheit-ohne-ende-2105-156561-4.html,... Angela Titzrath. Viele Unternehmen würden Produkte in dieser Situation zwar gerne per Luftfracht transportieren. Wie die Internationale Air Transport ...,negativ,de
HHLA: aktueller Kurs und Nachrichten - FAZ.NET,https://www.faz.net/aktuell/finanzen/kurs/aktie/hhla/DE000A0S8488/xetra/4185928/,"Angela Titzrath, Torben Seebold, Annette Walter, Jens Hansen. Aufsichtsrat. Prof. Dr. Rüdiger Grube, Berthold Bose, Stefan Koop, Prof. Dr. Burkhard Schwenker ...",neutral,net
Krisenmanagement: Wie managt man Krise? Augen auf und durch!,https://www.wiwo.de/erfolg/management/krisenmanagement-wie-managt-man-krise-augen-auf-und-durch/28264160.html,"Apr 21, 2022 ... ... Angela Titzrath. Die Lage bleibt unübersichtlich. Und doch trifft Sweens an diesem Tag viele Entscheidungen. Schnell und sicher. Er ist vor ...",negativ,de
Чипы из Техаса и кругляк из Сибири: в чем причины дефицита ...,https://www.dw.com/ru/mikroshemy-iz-tehasa-i-krugljak-iz-sibiri-v-chem-prichiny-deficita-syrja/a-57438222,"May 9, 2021 ... По оценке председателя правления гамбургского логистического концерна HHLA Ангелы Тицрат (Angela Titzrath), мировое судоходство только летом ...",neutral,com
Stefano Milan su LinkedIn: A Mercedes un sentito ringraziamento ...,https://it.linkedin.com/posts/stefano-milan-a6b08b31_a-mercedes-un-sentito-ringraziamento-per-activity-7272332741260505088-F_lH,"Dec 10, 2024 ... Angela Titzrath, Präsidentin des ZDS, zur Nationalen Hafenstrategie: „Grundsätzlich begrüßen wir die Nationale Hafenstrategie. Die Seehäfen ...",negativ,com
Absolventenbrief 13-Q1_20130307_2200.indd,https://epub.uni-bayreuth.de/4129/1/6210_Absolventenbrief_2013_1.pdf,"Jan 25, 2019 ... - Angela Titzrath, Mitglied des Vor- stands, Deutsche Post AG. - Gerd Häusler, Vorsitzender des Vor- stands, Bayern LB. - Wolfgang Goebel ...",neutral,de
Die #Transformation der Arbeitswelt in der Bankenbranche hat in ...,https://www.instagram.com/bludaupartners/p/DF_Fxc9sn9X/,"Feb 12, 2025 ... Walter Döring , Marie-Christine Ostermann, Kristin Seyboth, Angela Titzrath, Cathryn Clüver Ashbrook, Johannes Linden, Daniel Bullinger ...",negativ,com
