Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
Maritime Sicherheit | SpringerLink,https://link.springer.com/book/10.1007/978-3-531-19068-6,Buy print copy · Similar content being viewed by others · Kenya: From 'Sea-Blind' to 'Sea-Vision' · Building Maritime Security in Pakistan—The Navy Vanguard · A ...,positiv,com
DLR – zehn Jahre maritime Sicherheit,https://www.dlr.de/de/aktuelles/nachrichten/2022/02/20220407_zehn-jahre-maritime-sicherheit-auftaktartikel,"Apr 11, 2022 ... Das DLR ist das deutsche Forschungszentrum für Luft- und Raumfahrt, Energie und Verkehr. Die Digitalisierung und Sicherheitsforschung im DLR ...",negativ,de
Deutsche Häfen sind von hybriden Angriffen bedroht | tagesschau.de,https://www.tagesschau.de/inland/gesellschaft/bedrohung-haefen-versorgungslage-100.html,Maritime Sicherheit Deutsche Häfen von hybriden Angriffen bedroht. Stand: 20.03.2025 11:19 Uhr. Angriffe auf IT-Systeme oder GPS-Störungen auf See: Die ...,negativ,de
Institut für den Schutz maritimer Infrastrukturen,https://www.dlr.de/de/mi,Das Ziel ist in Deutschland und Europa gesetzt. ... Es geht um die gemeinsame Erprobung und Weiterentwicklung von Fähigkeiten für die maritime Sicherheit.,negativ,de
Studien zum Seevölkerrecht und zur maritimen Sicherheit / Studies ...,https://www.duncker-humblot.de/reihe/studien-zum-seevoelkerrecht-und-zur-maritimen-sicherheit-studies-on-the-law-of-the-sea-and-maritime-security-ssms-258/?page_id=1,"Absicht der Herausgeber ist es, die wissenschaftliche Diskussion über das internationale Seerecht und die maritime Sicherheit in Deutschland zu stimulieren und ...",negativ,de
Understanding Maritime Security: 9780197767146 ... - Amazon.com,https://www.amazon.com/Understanding-Maritime-Security-Christian-Bueger/dp/0197767141,"Amazon.com: Understanding Maritime Security: 9780197767146: Bueger, Christian, Edmunds, Timothy: Books.",positiv,com
"Maritime Wirtschaft, maritime Sicherheitspolitik und ...",https://www.bundestag.de/resource/blob/671088/06c01f0beecca36e0568547b5cf26187/WD-5-103-19-pdf.pdf,"Nov 1, 2019 ... Mit den potentiellen Auswirkungen eines Brexit auf Deutschlands maritime Wirtschaft befasst ... https://www.deutsche-flagge.de/de/sicherheit ...",neutral,de
Maritime Security - BAFA,https://www.bafa.de/EN/Foreign_Trade/Maritime_Security/maritime_security_node.html,security companies that are established in Germany and intend to operate on ocean-going vessels under other flags since tasks of maritime security provided ...,positiv,de
Maritime Sicherheit auch in deutschen Gewässern ernstnehmen.,https://www.bundestag.de/resource/blob/1010594/03aef287f3e1ec2a625d6d4cdd50b52e/20-4-456-C.pdf,"Während die deutsche Debatte in Bezug auf kritische Infrastrukturen an Land große Fortschritte gemacht hat, wurden die Komplexitäten des Schutzes auf See nicht ...",negativ,de
Understanding Maritime Security: 9780197767153 ... - Amazon.com,https://www.amazon.com/Understanding-Maritime-Security-Christian-Bueger/dp/019776715X,"Amazon.com: Understanding Maritime Security: 9780197767153: Bueger, Christian, Edmunds, Timothy: Books.",positiv,com
