Titel,URL,Beschreibung,Sentiment,Top-Level-Domain
#odtd2025 #diwokiel25 #digitaltwins | TMT | Transferzentrum f ...,https://de.linkedin.com/posts/transmartech-sh_odtd2025-diwokiel25-digitaltwins-activity-7315629580029968386-Rxfm,"Apr 9, 2025 ... ... Digitale Zwillinge können in Offshore-Projekten, der Schifffahrt und Hafenlogistik echte Gamechanger sein. Ob DHI BlueCast oder NCOS – die ...",negativ,com
Mit KI in die Zukunft segeln - KnowHow,https://knowhow.distrelec.com/de/transportwesen/mit-ki-in-die-zukunft-segeln/,"Aug 17, 2023 ... Neben den finanziellen Gründen, gibt es auch umwelttechnische Gründe für den Einsatz von KI in der Schifffahrt. ... Digitale Zwillinge bei der ...",negativ,com
Digital Twin: Wie der Hafen in Rotterdam digital und autonom wird,https://futuremoves.com/hafen-rotterdam-routescanner-4d/,"Aug 23, 2022 ... Ein erster Schritt ist dahin der neue digitale Fahrplan ""Routescanner"". Für die Vision für das Jahr 2030 ""autonome Schifffahrt"" arbeitet der ...",negativ,com
Erstellung digitaler Zwillinge von Maschinen in Minuten - KI-Startup ...,https://www.chemie.de/news/1183034/erstellung-digitaler-zwillinge-von-maschinen-in-minuten.html,"Mar 25, 2024 ... Das KI-Startup Tomorrow Things hat eine Seed-Finanzierung von 1,5 Mio. Euro erhalten, um die Entwicklung eines KI-gestützten Betriebssystems ...",negativ,de
Port of Hamburg | Ein Ökosystem für digitale Innovation,https://www.hafen-hamburg.de/de/port-of-hamburg-magazine/die-digitale-transformation/ein-oekosystem-fuer-digitale-innovation/,"Ihre Plattform fungiert als digitales Logbuch für die Schifffahrt ... Digitale Zwillinge helfen, Unterhaltungs- und Wartungsarbeiten von Infrastrukturbauwerken zu ...",neutral,de
Du hast die IT-Dienstleister für deinen ersten Job ins Auge gefasst?,https://hitech-campus.de/category/it-dienstleister/page/5/,"... Schifffahrt sie und ihre IT-Kolleg:innen derzeit feilen. ... Yunus und Manuel studierten beide noch, als sie bereits ihr Start-up für digitale Zwillinge gründeten ...",negativ,de
Schifffahrt: Steuermann von Bord | heise online,https://www.heise.de/hintergrund/Schifffahrt-Steuermann-von-Bord-4886039.html,"Sep 9, 2020 ... ... Schiff und Wegstrecke müssen zusammenkommen, um die Algorithmen zu trainieren, schätzt Henn. Digitaler Zwilling des Schiffs. Damit sich ...",negativ,de
CIO der Meyer Werft: Wie der Digital Twin den Bau von Ozeanriesen ...,https://www.cio.de/article/3690138/wie-der-digital-twin-den-bau-von-ozeanriesen-ermoeglicht.html,"Feb 18, 2022 ... Der Airbus verschwindet im Schiff und auch die Titanic ist deutlich kleiner als das moderne Kreuzfahrtschiff. ... Der digitale Zwilling kann auf ...",negativ,de
DLR-Forschung zu klimaverträglicher Schifffahrt kommt nach Kiel ...,https://www.fruitnet.com/fruchthandel/dlr-forschung-zu-klimavertr%C3%A4glicher-schifffahrt-kommt-nach-kiel/261054.article,"Jun 25, 2024 ... Ein „digitaler Zwilling“ des Schiffs vervollständige die Forschungsinfrastruktur. In der Simulation können Versuche sicher und effizient ...",negativ,com
Ferry Go! | MARIKO,https://www.mariko-leer.de/kompetenzfelder/ferry-go/,"Analyse: Status quo der Schifffahrt auf dem Wattenmeer. Entwicklung: Digitaler Zwilling, KI-Systementwicklung, Schiffssicherheit und Risikobewertung.",neutral,de
Einsatz von VR-Brillen in der Yachtfahrt schont das Klima und spart ...,https://www.pocketnavigation.de/2022/12/einsatz-vr-brillen-in-yachtfahrt-schont-klima-spart-kosten/,"Dec 13, 2022 ... ... digitale Zwillinge können in virtueller Umgebung getestet werden und wertvolle Erkenntnisse für die Praxis geben. AR- und VR-Technologien ...",negativ,de
Call for Papers : LOGMS 2024,https://www.logms2024.uni-hamburg.de/callforpapers.html,Schifffahrt und Transport in Lieferketten; Management von Erträgen ... Digitale Zwillinge für maritime Logistik und Häfen; Hafenprozess-Analytik; KI ...,neutral,de
Titanic«: 3D-Scan des Luxusdampfers enthüllt neue Details zum ...,https://www.spiegel.de/wissenschaft/technik/titanic-3d-scan-des-luxusdampfers-enthuellt-neue-details-zum-untergang-a-50cfd1c5-7982-4f1c-a3b9-a4b92ed10017,"Apr 9, 2025 ... Der Untergang der »Titanic« zählt zu den größten Katastrophen der Schifffahrt ... Blick auf den Bug der »Titanic«: »Digitaler Zwilling«. Foto: ...",neutral,de
Smarte Sensorsysteme – ASC Sensors,https://www.asc-sensors.de/smarte-sensorsysteme/,"Digitale Zwillinge werden mithilfe realer Sensordaten zum Leben erweckt, die z. ... Predictive Maintenance ist auch in der Schifffahrt ein großer ...",negativ,de
Bundesanstalt für Wasserbau (BAW) - Werden Sie Teil unseres ...,https://m.facebook.com/BAWasserbau/photos/werden-sie-teil-unseres-interdisziplin%C3%A4ren-forschungsprojekts-hyprotwin-und-pr%C3%A4g/1141062741362751/,"Dec 2, 2024 ... ... digitale Zwillinge von Verkehrsinfrastrukturen. Jetzt bewerben ... Die Zukunft der Schifffahrt ist digital – Neue Daten für die ...",negativ,com
benntec: Starke Kraft für Digitales Lernen und Sicherheit,https://www.benntec.de/,"benntec Systemtechnik GmbH ist Partner für Lernmanagement, E-Learning, Simulation, Trainingstechnologie, Sicherheitstechnik und Entwicklungsdienstleistung.",positiv,de
Hereon-Forschungsschiff CORIOLIS getauft worden | Presseportal,https://www.presseportal.de/pm/149279/5911469,"Nov 18, 2024 ... ... Digitale Zwillinge von Nordsee, Ostsee und dem Schiff. Die CORIOLIS trägt mit ihren Messdaten unter anderem zur Entwicklung eines Digitalen ...",negativ,de
Bundesanstalt für Wasserbau (BAW) - Wir gratulieren der ...,https://www.facebook.com/photo.php?fbid=2687324134637267&id=209870889049283&set=a.426469514056085,"Jan 20, 2020 ... Wir gratulieren der Generaldirektion Wasserstraßen und Schifffahrt (GDWS) ... digitale Zwillinge von Wasserstraßenbauwerken. Ziel ist es ...",positiv,com
Use Cases - Marispace-X,https://de.marispacex.com/use-cases,"Dieser Use Case zielt darauf ab, Sensortechnologien zu befähigen, einen digitalen Zwilling ... ""Explosive militärische Altlastenim Meer gefährden die Umwelt, die ...",negativ,com
Schifffahrt: Abwehrkonzepte gegen Cyberpiraten | Protector,https://www.protector.de/schifffahrt-abwehrkonzepte-gegen-cyberpiraten,"Nov 9, 2022 ... 1997 war jedoch die Vernetzung von Computern, und insbesondere die an Bord der kommerziellen Schifffahrt ... digitale Zwillinge zu rechnen ist.",negativ,de
04 Wirtschaftsförderung: Metaverse | Landkreis Konstanz,"https://www.lrakn.de/,Lde/klima+_+wirtschaft/wirtschaft_aktuelles/akk-newsletter/04+wirtschaftsfoerderung_+metaverse","Apr 1, 2025 ... ... Schifffahrt 4Open submenu; Vermessungsamt 3Open submenu ... Virtuelle Modelle (""digitale Zwillinge"") physischer Objekte, Systeme ...",neutral,de
Analyse des Ist-Zustandes und der Verwendung eines Digitalen ...,https://mediatum.ub.tum.de/doc/1692415/4z1jlrxzlyatjxv7r3g7a0eas.Lang-Scharli-redacted.pdf,"Oct 31, 2022 ... Der Digitale Zwillinge beinhaltet eine Verbindung zwischen dem realen Bau- ... Schifffahrt. Ein digitaler Zwilling ist eine realitätsgetreue.",neutral,de
Digitalisierung Maritime Wirtschaft,https://meermachen.sh/files/uploads/positionspapiere/langfassung-digitalisierung-maritime-wirtschaft-data.pdf,Aktuell arbeitet das Maritime Zentrum zusammen mit der Firma AVL am „digitalen Zwilling“: Mittels einer Software werden „echte“ Motoren digital moduliert. In ...,neutral,sh
Projekte Autonome Maritime Systeme,https://www.uni-due.de/inam/prj_ams.php,"Feb 12, 2025 ... Für die Entwicklungsarbeiten werden sowohl ein reales Testschiff als auch ein digitaler Zwilling des Testschiffes verwendet. Das Testschiff ...",negativ,de
2024-12-12 Auf dem Weg zum autonomen Fahren im ...,https://www.verkehrsforum.de/de/service/newsletterbeitraege/2024-12-12-auf-dem-weg-zum-autonomen-fahren-im-strassenverkehr,"Dec 12, 2024 ... Dabei seien digitale Zwillinge ein wichtiges Instrument. Auch ... Häfen und Schifffahrt · Luftverkehr · Schienenverkehr · Straßenverkehr ...",neutral,de
Schifffahrt – Value of the Past,https://valuepast.hypotheses.org/tag/schifffahrt,"... digitalen Zwilling des Objekts anzueignen. Einige der Beifunde der Bremer Kogge, die während des Projekts erneut untersucht wurden – beispielsweise ...",negativ,org
MS „Wavelab“ steuert auf autonome und nachhaltige Schifffahrt zu ...,https://www.kiwi-kiel.de/kiwi/logbuch/ms-wavelab-steuert-auf-autonome-und-nachhaltige-schifffahrt-zu,"Feb 23, 2023 ... So sind der Aufbau eines integrierten Brückensystems an Bord sowie ein digitaler Zwilling des Schiffs im Kontrollzentrum an Land Teil des ...",neutral,de
Zukunftsfeld Mobility - Fraunhofer IAPT,https://www.iapt.fraunhofer.de/de/zukunftsfelder---branchen/zukunftsfeld-mobilitaet.html,Digitale Zwillinge runden die Qualitätssicherung sowohl über die Fertigung der Bauteile als auch im Tracking in der späteren Anwendung ab. Standzeiten bei ...,negativ,de
Industrie 4.0 | Segula Technologies,https://www.segulatechnologies.com/de/industrie-4-0/,... Schifffahrt. Innovation. Innovation bei SEGULA · SEGULA Innovation Hub ... DIGITALE ZWILLINGE => DIGITALISIEREN SIE IHRE FABRIK UND PRODUKTE. 3D-Scannen ...,positiv,com
Reederei 4.0: Digitalisierungslösungen für die Schiffahrt | LHIND,https://www.lufthansa-industry-solutions.com/de-de/loesungen-produkte/transport-logistik/reederei-40-digitale-zukunftsstrategien,Mehr dazu lesen sie in unserem Whitepaper: Wie die Reederei 4.0 die digitale Zukunft der Schifffahrt prägen wird. ... Der digitale Zwilling simuliert komplexe ...,negativ,com
Aktionsprogramm zur weiteren Förderung des Baus neuer ...,https://german.shanghai.gov.cn/ge-Policies/20240624/e6080565ddea46829756dfb9ed8f6f04.html,"Oct 19, 2023 ... ... Schifffahrt, Lieferkettenfinanzierung, regionaler Kreditvergabe und ... Außerdem soll eine Infrastruktur für städtische digitale Zwillinge ...",neutral,gov.cn
Wenn Mülltonnen selbst Bescheid sagen! Muss Deine Mülltonne ...,https://www.instagram.com/bmdv/p/DGxPm9tADPN/,"Mar 3, 2025 ... 🏗️ Building Information Modeling (#BIM) & digitale Zwillinge sind längst Realität – sie machen den Bauprozess schneller, effizienter und ...",neutral,com
