Titel,Token,Sentiment-Score
Ultra-Low Emission Vessels | Jan De Nul,.,0.0
Ultra-Low Emission Vessels | Jan De Nul,that,0.0
Ultra-Low Emission Vessels | Jan De Nul,processes,0.0
Ultra-Low Emission Vessels | Jan De Nul,exhaust,-1.2
Ultra-Low Emission Vessels | Jan De Nul,gases,0.0
Ultra-Low Emission Vessels | Jan De Nul,and,0.0
Ultra-Low Emission Vessels | Jan De Nul,prevents,0.3
Ultra-Low Emission Vessels | Jan De Nul,nanoparticle,0.0
Ultra-Low Emission Vessels | Jan De Nul,emissions,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,decarbonizing,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,shipping,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,:,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,what,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,role,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,for,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,flag,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,states,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,?,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,un,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,trade,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,and,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,.,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,mar,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,24,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,",",0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,2020,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,vessel,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,emitting,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,greenhouse,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,gas,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,emissions,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,the,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,falling,-0.6
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,costs,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,of,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,net,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,zero,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,carbon,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,energy,1.1
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,technologies,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,make,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,production,0.0
Decarbonizing Shipping: What role for flag states? | UN Trade and ...,sustainable,0.0
Candela: Hydrofoiling Electric Boats and Ferries,candela,0.0
Candela: Hydrofoiling Electric Boats and Ferries,:,0.0
Candela: Hydrofoiling Electric Boats and Ferries,hydrofoiling,0.0
Candela: Hydrofoiling Electric Boats and Ferries,electric,0.0
Candela: Hydrofoiling Electric Boats and Ferries,boats,0.0
Candela: Hydrofoiling Electric Boats and Ferries,and,0.0
Candela: Hydrofoiling Electric Boats and Ferries,ferries,0.0
Candela: Hydrofoiling Electric Boats and Ferries,our,0.0
Candela: Hydrofoiling Electric Boats and Ferries,innovative,1.9
Candela: Hydrofoiling Electric Boats and Ferries,hydrofoil,0.0
Candela: Hydrofoiling Electric Boats and Ferries,technology,0.0
Candela: Hydrofoiling Electric Boats and Ferries,cuts,-1.2
Candela: Hydrofoiling Electric Boats and Ferries,energy,1.1
Candela: Hydrofoiling Electric Boats and Ferries,use,0.0
Candela: Hydrofoiling Electric Boats and Ferries,by,0.0
Candela: Hydrofoiling Electric Boats and Ferries,80,0.0
Candela: Hydrofoiling Electric Boats and Ferries,",",0.0
Candela: Hydrofoiling Electric Boats and Ferries,creating,1.2
Candela: Hydrofoiling Electric Boats and Ferries,silent,0.0
Candela: Hydrofoiling Electric Boats and Ferries,fast,0.0
Candela: Hydrofoiling Electric Boats and Ferries,zero,0.0
Candela: Hydrofoiling Electric Boats and Ferries,-,0.0
Candela: Hydrofoiling Electric Boats and Ferries,emission,0.0
Candela: Hydrofoiling Electric Boats and Ferries,vessels,0.0
Candela: Hydrofoiling Electric Boats and Ferries,with,0.0
Candela: Hydrofoiling Electric Boats and Ferries,unmatched,-0.3
Candela: Hydrofoiling Electric Boats and Ferries,efficiency,1.5
Candela: Hydrofoiling Electric Boats and Ferries,.,0.0
Candela: Hydrofoiling Electric Boats and Ferries,simply,0.0
Candela: Hydrofoiling Electric Boats and Ferries,put,0.0
Candela: Hydrofoiling Electric Boats and Ferries,we're,0.0
Transport - Energy System - IEA,transport,0.0
Transport - Energy System - IEA,-,0.0
Transport - Energy System - IEA,energy,1.1
Transport - Energy System - IEA,system,0.0
Transport - Energy System - IEA,iea,0.0
Transport - Energy System - IEA,to,0.0
Transport - Energy System - IEA,get,0.0
Transport - Energy System - IEA,on,0.0
Transport - Energy System - IEA,track,0.0
Transport - Energy System - IEA,with,0.0
Transport - Energy System - IEA,the,0.0
Transport - Energy System - IEA,net,0.0
Transport - Energy System - IEA,zero,0.0
Transport - Energy System - IEA,emissions,0.0
Transport - Energy System - IEA,(,0.0
Transport - Energy System - IEA,nze,0.0
Transport - Energy System - IEA,),0.0
Transport - Energy System - IEA,by,0.0
Transport - Energy System - IEA,2050,0.0
Transport - Energy System - IEA,scenario,0.0
Transport - Energy System - IEA,",",0.0
Transport - Energy System - IEA,co2,0.0
Transport - Energy System - IEA,from,0.0
Transport - Energy System - IEA,sector,0.0
Transport - Energy System - IEA,must,0.0
Transport - Energy System - IEA,fall,0.0
Transport - Energy System - IEA,more,0.0
Transport - Energy System - IEA,than,0.0
Transport - Energy System - IEA,3,0.0
Transport - Energy System - IEA,per,0.0
Transport - Energy System - IEA,year,0.0
Transport - Energy System - IEA,2030,0.0
Transport - Energy System - IEA,.,0.0
Transport - Energy System - IEA,strong,2.3
Cummins | A Global Power Technology Leader,cummins,0.0
Cummins | A Global Power Technology Leader,a,0.0
Cummins | A Global Power Technology Leader,global,0.0
Cummins | A Global Power Technology Leader,power,0.0
Cummins | A Global Power Technology Leader,technology,0.0
Cummins | A Global Power Technology Leader,leader,0.0
Cummins | A Global Power Technology Leader,destination,0.0
Cummins | A Global Power Technology Leader,zero,0.0
Cummins | A Global Power Technology Leader,.,0.0
Cummins | A Global Power Technology Leader,our,0.0
Cummins | A Global Power Technology Leader,strategy,0.0
Cummins | A Global Power Technology Leader,for,0.0
Cummins | A Global Power Technology Leader,reaching,0.8
Cummins | A Global Power Technology Leader,emissions,0.0
Cummins | A Global Power Technology Leader,by,0.0
Cummins | A Global Power Technology Leader,2050,0.0
Cummins | A Global Power Technology Leader,focuses,0.0
Cummins | A Global Power Technology Leader,on,0.0
Cummins | A Global Power Technology Leader,reducing,0.0
Cummins | A Global Power Technology Leader,using,0.0
Cummins | A Global Power Technology Leader,natural,1.5
Cummins | A Global Power Technology Leader,resources,0.0
Cummins | A Global Power Technology Leader,responsibly,0.0
Cummins | A Global Power Technology Leader,view,0.0
Cummins | A Global Power Technology Leader,pledge,0.0
All the way to net zero | Sustainable shipping | Maersk,all,0.0
All the way to net zero | Sustainable shipping | Maersk,the,0.0
All the way to net zero | Sustainable shipping | Maersk,way,0.0
All the way to net zero | Sustainable shipping | Maersk,to,0.0
All the way to net zero | Sustainable shipping | Maersk,net,0.0
All the way to net zero | Sustainable shipping | Maersk,zero,0.0
All the way to net zero | Sustainable shipping | Maersk,sustainable,0.0
All the way to net zero | Sustainable shipping | Maersk,shipping,0.0
All the way to net zero | Sustainable shipping | Maersk,maersk,0.0
All the way to net zero | Sustainable shipping | Maersk,fuel,0.0
All the way to net zero | Sustainable shipping | Maersk,pathway,0.0
All the way to net zero | Sustainable shipping | Maersk,.,0.0
All the way to net zero | Sustainable shipping | Maersk,energy,1.1
All the way to net zero | Sustainable shipping | Maersk,efficiency,1.5
All the way to net zero | Sustainable shipping | Maersk,improvements,1.3
All the way to net zero | Sustainable shipping | Maersk,will,0.0
All the way to net zero | Sustainable shipping | Maersk,continue,0.0
All the way to net zero | Sustainable shipping | Maersk,helping,1.2
All the way to net zero | Sustainable shipping | Maersk,us,0.0
All the way to net zero | Sustainable shipping | Maersk,reduce,0.0
All the way to net zero | Sustainable shipping | Maersk,our,0.0
All the way to net zero | Sustainable shipping | Maersk,greenhouse,0.0
All the way to net zero | Sustainable shipping | Maersk,gas,0.0
All the way to net zero | Sustainable shipping | Maersk,emissions,0.0
All the way to net zero | Sustainable shipping | Maersk,",",0.0
All the way to net zero | Sustainable shipping | Maersk,supported,1.3
All the way to net zero | Sustainable shipping | Maersk,by,0.0
All the way to net zero | Sustainable shipping | Maersk,new,0.0
All the way to net zero | Sustainable shipping | Maersk,industry,0.0
All the way to net zero | Sustainable shipping | Maersk,-,0.0
All the way to net zero | Sustainable shipping | Maersk,level,0.0
All the way to net zero | Sustainable shipping | Maersk,global,0.0
All the way to net zero | Sustainable shipping | Maersk,and,0.0
​Revised GHG reduction strategy for global shipping adopted,revised,0.0
​Revised GHG reduction strategy for global shipping adopted,ghg,0.0
​Revised GHG reduction strategy for global shipping adopted,reduction,0.0
​Revised GHG reduction strategy for global shipping adopted,strategy,0.0
​Revised GHG reduction strategy for global shipping adopted,for,0.0
​Revised GHG reduction strategy for global shipping adopted,global,0.0
​Revised GHG reduction strategy for global shipping adopted,shipping,0.0
​Revised GHG reduction strategy for global shipping adopted,adopted,0.0
​Revised GHG reduction strategy for global shipping adopted,jul,0.0
​Revised GHG reduction strategy for global shipping adopted,7,0.0
​Revised GHG reduction strategy for global shipping adopted,",",0.0
​Revised GHG reduction strategy for global shipping adopted,2023,0.0
​Revised GHG reduction strategy for global shipping adopted,.,0.0
​Revised GHG reduction strategy for global shipping adopted,the,0.0
​Revised GHG reduction strategy for global shipping adopted,imo,0.0
​Revised GHG reduction strategy for global shipping adopted,includes,0.0
​Revised GHG reduction strategy for global shipping adopted,an,0.0
​Revised GHG reduction strategy for global shipping adopted,enhanced,0.0
​Revised GHG reduction strategy for global shipping adopted,common,0.0
​Revised GHG reduction strategy for global shipping adopted,ambition,0.0
​Revised GHG reduction strategy for global shipping adopted,to,0.0
​Revised GHG reduction strategy for global shipping adopted,reach,0.1
​Revised GHG reduction strategy for global shipping adopted,net,0.0
​Revised GHG reduction strategy for global shipping adopted,-,0.0
​Revised GHG reduction strategy for global shipping adopted,zero,0.0
​Revised GHG reduction strategy for global shipping adopted,emissions,0.0
​Revised GHG reduction strategy for global shipping adopted,from,0.0
​Revised GHG reduction strategy for global shipping adopted,international,0.0
​Revised GHG reduction strategy for global shipping adopted,by,0.0
​Revised GHG reduction strategy for global shipping adopted,or,0.0
​Revised GHG reduction strategy for global shipping adopted,around,0.0
​Revised GHG reduction strategy for global shipping adopted,ie,0.0
​Revised GHG reduction strategy for global shipping adopted,close,0.0
​Revised GHG reduction strategy for global shipping adopted,2050,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,hurtigruten,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,:,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,geplantes,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,zero,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,-,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,emission,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,küstenfahrtschiff,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,erste,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,.,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,jun,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,7,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,",",0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,2023,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,küstenschiff,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,setzt,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,segel,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,in,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,sieben,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,jahren,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,soll,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,ein,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,erstes,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,schiff,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,vor,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,der,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,küste,0.0
Hurtigruten: Geplantes Zero-Emission-Küstenfahrtschiff - erste ...,norwegens,0.0
Initial IMO GHG Strategy,initial,0.0
Initial IMO GHG Strategy,imo,0.0
Initial IMO GHG Strategy,ghg,0.0
Initial IMO GHG Strategy,strategy,0.0
Initial IMO GHG Strategy,is,0.0
Initial IMO GHG Strategy,zero,0.0
Initial IMO GHG Strategy,-,0.0
Initial IMO GHG Strategy,carbon,0.0
Initial IMO GHG Strategy,shipping,0.0
Initial IMO GHG Strategy,going,0.0
Initial IMO GHG Strategy,to,0.0
Initial IMO GHG Strategy,become,0.0
Initial IMO GHG Strategy,a,0.0
Initial IMO GHG Strategy,reality,0.0
Initial IMO GHG Strategy,?,0.0
Initial IMO GHG Strategy,in,0.0
Initial IMO GHG Strategy,the,0.0
Initial IMO GHG Strategy,",",0.0
Initial IMO GHG Strategy,there,0.0
Initial IMO GHG Strategy,clear,1.6
Initial IMO GHG Strategy,ambition,0.0
Initial IMO GHG Strategy,pursue,0.0
Initial IMO GHG Strategy,efforts,0.0
Initial IMO GHG Strategy,towards,0.0
Initial IMO GHG Strategy,phasing,0.0
Initial IMO GHG Strategy,out,0.0
Initial IMO GHG Strategy,emissions,0.0
Initial IMO GHG Strategy,.,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",cars,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",",",0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",planes,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",trains,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",:,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",where,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",do,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",co₂,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",emissions,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",from,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",transport,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",come,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",.,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",oct,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",6,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",2020,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",accounts,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",for,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",around,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",one,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",-,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",fifth,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",of,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",global,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",three,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",quarters,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",this,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",is,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",road,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",towards,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",zero,0.0
"Cars, planes, trains: where do CO₂ emissions from transport come ...",carbon,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,classnk,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,zeta,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,(,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,zero,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,emission,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,transition,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,accelerator,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,),0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,.,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,is,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,a,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,tool,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,to,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,enable,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,various,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,customers,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,manage,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,ghg,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,emissions,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,from,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,ships,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,that,0.0
ClassNK ZETA (Zero Emission Transition Accelerator) | ClassNK ...,links,0.0
Zero-Emission-SuperYacht VY.01,zero,0.0
Zero-Emission-SuperYacht VY.01,-,0.0
Zero-Emission-SuperYacht VY.01,emission,0.0
Zero-Emission-SuperYacht VY.01,superyacht,0.0
Zero-Emission-SuperYacht VY.01,vy,0.0
Zero-Emission-SuperYacht VY.01,.,0.0
Zero-Emission-SuperYacht VY.01,01,0.0
Zero-Emission-SuperYacht VY.01,sep,0.0
Zero-Emission-SuperYacht VY.01,15,0.0
Zero-Emission-SuperYacht VY.01,",",0.0
Zero-Emission-SuperYacht VY.01,2021,0.0
Zero-Emission-SuperYacht VY.01,schiffe,0.0
Zero-Emission-SuperYacht VY.01,in,0.0
Zero-Emission-SuperYacht VY.01,aussicht,0.0
Zero-Emission-SuperYacht VY.01,das,0.0
Zero-Emission-SuperYacht VY.01,architektur,0.0
Zero-Emission-SuperYacht VY.01,und,0.0
Zero-Emission-SuperYacht VY.01,designstudio,0.0
Zero-Emission-SuperYacht VY.01,3,0.0
Zero-Emission-SuperYacht VY.01,deluxe,0.0
Zero-Emission-SuperYacht VY.01,hat,0.0
Zero-Emission-SuperYacht VY.01,seit,0.0
Zero-Emission-SuperYacht VY.01,vielen,0.0
Zero-Emission-SuperYacht VY.01,jahren,0.0
Zero-Emission-SuperYacht VY.01,eine,0.0
Zero-Emission-SuperYacht VY.01,expertise,0.0
Zero-Emission-SuperYacht VY.01,im,0.0
Zero-Emission-SuperYacht VY.01,design,0.0
Zero-Emission-SuperYacht VY.01,von,0.0
Zero-Emission-SuperYacht VY.01,expeditions,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,calculate,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,total,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,cost,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,of,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,ownership,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,(,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,tco,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,),0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,for,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,decarbonization,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,.,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,nov,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,8,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,",",0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,2021,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,the,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,'total,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,ownership',0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,model,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,is,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,a,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,first,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,generation,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,excel,2.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,tool,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,from,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,mærsk,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,mc,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,-,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,kinney,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,møller,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,center,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,zero,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,carbon,0.0
Calculate Total Cost of Ownership (TCO) for decarbonization of ...,shipping,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,norway,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,adopts,0.7
Norway Adopts Zero-Emissions Requirements for World Heritage ...,zero,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,-,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,emissions,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,requirements,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,for,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,world,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,heritage,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,.,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,apr,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,16,0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,",",0.0
Norway Adopts Zero-Emissions Requirements for World Heritage ...,2025,0.0
